benchmark,model,task_id,favoured,favoured_right,own_right,debate_right,informed_right,informed_follows,debate_matches,favoured_differs_from_own
arc,gemma3_1b,arc-test-Mercury_7186568,B,True,True,True,True,True,True,False
arc,gemma3_1b,arc-test-Mercury_7188528,A,True,True,True,True,True,True,False
arc,gemma3_1b,arc-test-Mercury_7192798,D,False,False,False,False,False,True,True
arc,gemma3_1b,arc-test-Mercury_7198468,A,True,True,True,True,True,True,False
arc,gemma3_1b,arc-test-Mercury_7200340,D,True,False,False,True,True,False,True
arc,gemma3_1b,arc-test-Mercury_7201740,A,True,True,True,True,True,True,False
arc,gemma3_1b,arc-test-Mercury_7203473,D,True,False,False,False,False,False,True
boolq,qwen25_1p5b,boolq-validation-01958,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-01981,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-01989,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-01992,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02032,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02043,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02067,B,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-02106,B,False,True,False,False,True,True,True
boolq,qwen25_1p5b,boolq-validation-02108,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02119,A,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-02157,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02187,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02220,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02224,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02227,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02238,A,True,False,False,False,False,False,True
boolq,qwen25_1p5b,boolq-validation-02250,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02253,A,True,True,False,True,True,False,False
boolq,qwen25_1p5b,boolq-validation-02254,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02262,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02265,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02292,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02347,A,True,False,False,True,True,False,True
boolq,qwen25_1p5b,boolq-validation-02370,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02371,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02377,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02379,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02404,B,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-02426,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02456,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02472,B,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-02480,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02485,A,True,True,False,True,True,False,False
boolq,qwen25_1p5b,boolq-validation-02507,A,False,False,True,False,True,False,False
boolq,qwen25_1p5b,boolq-validation-02536,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02543,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02557,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02566,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02619,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02643,A,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-02645,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02686,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02711,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02722,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02727,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02741,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02743,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02752,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02756,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02760,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02772,B,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-02804,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02807,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02815,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02820,B,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-02854,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02889,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02895,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02934,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02962,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-02995,A,True,True,False,True,True,False,False
boolq,qwen25_1p5b,boolq-validation-02996,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-03033,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-03059,A,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-03103,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-03107,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-03122,A,False,True,True,False,True,False,True
boolq,qwen25_1p5b,boolq-validation-03152,B,True,True,True,True,True,True,False
boolq,qwen25_1p5b,boolq-validation-03181,A,True,True,False,True,True,False,False
boolq,qwen25_1p5b,boolq-validation-03182,A,False,True,True,True,False,False,True
boolq,qwen25_1p5b,boolq-validation-03254,B,False,False,False,False,True,True,False
boolq,qwen25_1p5b,boolq-validation-03256,B,True,False,True,True,True,True,True
boolq,smollm2_1p7b,boolq-validation-01958,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-01981,A,False,True,False,False,True,True,True
boolq,smollm2_1p7b,boolq-validation-01989,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-01992,B,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02032,B,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02043,B,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02067,B,False,True,True,False,True,False,True
boolq,smollm2_1p7b,boolq-validation-02106,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02108,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02119,A,False,False,False,False,True,True,False
boolq,smollm2_1p7b,boolq-validation-02157,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02187,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02220,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02224,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02227,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02238,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02250,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02253,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02254,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02262,B,True,True,False,True,True,False,False
boolq,smollm2_1p7b,boolq-validation-02265,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02292,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02347,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02370,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02371,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02377,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02379,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02404,B,False,False,True,False,True,False,False
boolq,smollm2_1p7b,boolq-validation-02426,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02456,B,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02472,B,False,True,True,False,True,False,True
boolq,smollm2_1p7b,boolq-validation-02480,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02485,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02507,A,False,False,False,False,True,True,False
boolq,smollm2_1p7b,boolq-validation-02536,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02543,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02557,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02566,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02619,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02643,A,False,False,False,False,True,True,False
boolq,smollm2_1p7b,boolq-validation-02645,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02686,B,True,True,False,True,True,False,False
boolq,smollm2_1p7b,boolq-validation-02711,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02722,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02727,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02741,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02743,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02752,B,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02756,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02760,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02772,B,False,True,True,False,True,False,True
boolq,smollm2_1p7b,boolq-validation-02804,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02807,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02815,B,True,True,False,True,True,False,False
boolq,smollm2_1p7b,boolq-validation-02820,B,False,False,True,False,True,False,False
boolq,smollm2_1p7b,boolq-validation-02854,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02889,B,True,True,False,True,True,False,False
boolq,smollm2_1p7b,boolq-validation-02895,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02934,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02962,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-02995,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-02996,B,True,True,False,True,True,False,False
boolq,smollm2_1p7b,boolq-validation-03033,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-03059,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-03103,B,True,True,False,True,True,False,False
boolq,smollm2_1p7b,boolq-validation-03107,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-03122,A,False,False,False,False,True,True,False
boolq,smollm2_1p7b,boolq-validation-03152,B,True,False,False,True,True,False,True
boolq,smollm2_1p7b,boolq-validation-03181,A,True,True,True,True,True,True,False
boolq,smollm2_1p7b,boolq-validation-03182,A,False,False,False,False,True,True,False
boolq,smollm2_1p7b,boolq-validation-03254,B,False,True,True,False,True,False,True
boolq,smollm2_1p7b,boolq-validation-03256,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-01958,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-01981,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-01989,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-01992,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02032,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02043,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02067,B,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-02106,B,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-02108,B,True,True,False,True,True,False,False
boolq,granite33_2b,boolq-validation-02119,A,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-02157,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02187,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02220,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02224,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02227,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02238,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02250,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02253,A,True,False,False,False,False,False,True
boolq,granite33_2b,boolq-validation-02254,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02262,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02265,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02292,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02347,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02370,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02371,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02377,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02379,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02404,B,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-02426,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02456,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02472,B,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-02480,A,True,False,False,True,True,False,True
boolq,granite33_2b,boolq-validation-02485,A,True,False,False,True,True,False,True
boolq,granite33_2b,boolq-validation-02507,A,False,True,True,False,True,False,True
boolq,granite33_2b,boolq-validation-02536,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02543,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02557,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02566,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02619,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02643,A,False,True,True,False,True,False,True
boolq,granite33_2b,boolq-validation-02645,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02686,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02711,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02722,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02727,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02741,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02743,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02752,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02756,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02760,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02772,B,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-02804,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02807,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02815,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02820,B,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-02854,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02889,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02895,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02934,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02962,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-02995,A,True,False,False,False,False,False,True
boolq,granite33_2b,boolq-validation-02996,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-03033,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-03059,A,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-03103,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-03107,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-03122,A,False,False,True,False,True,False,False
boolq,granite33_2b,boolq-validation-03152,B,True,True,True,True,True,True,False
boolq,granite33_2b,boolq-validation-03181,A,True,False,True,True,True,True,True
boolq,granite33_2b,boolq-validation-03182,B,True,False,False,True,True,False,True
boolq,granite33_2b,boolq-validation-03254,B,False,False,False,False,True,True,False
boolq,granite33_2b,boolq-validation-03256,B,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-01958,B,False,False,True,False,True,False,False
boolq,olmo2_1b,boolq-validation-01981,A,False,True,False,False,True,True,True
boolq,olmo2_1b,boolq-validation-01989,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-01992,A,False,False,False,False,True,True,False
boolq,olmo2_1b,boolq-validation-02032,A,False,True,False,False,True,True,True
boolq,olmo2_1b,boolq-validation-02043,A,False,False,False,False,True,True,False
boolq,olmo2_1b,boolq-validation-02067,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02106,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02108,A,False,True,False,False,True,True,True
boolq,olmo2_1b,boolq-validation-02119,B,True,False,False,False,False,False,True
boolq,olmo2_1b,boolq-validation-02157,A,False,False,False,False,True,True,False
boolq,olmo2_1b,boolq-validation-02187,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02220,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02224,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02227,A,False,True,False,False,True,True,True
boolq,olmo2_1b,boolq-validation-02238,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02250,B,False,False,True,False,True,False,False
boolq,olmo2_1b,boolq-validation-02253,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02254,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02262,A,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02265,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02292,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02347,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02370,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02371,A,True,False,True,True,True,True,True
boolq,olmo2_1b,boolq-validation-02377,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02379,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02404,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02426,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02456,B,True,True,False,True,True,False,False
boolq,olmo2_1b,boolq-validation-02472,B,False,False,True,False,True,False,False
boolq,olmo2_1b,boolq-validation-02480,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02485,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02507,A,False,False,False,False,True,True,False
boolq,olmo2_1b,boolq-validation-02536,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02543,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02557,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02566,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02619,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02643,A,False,True,False,False,True,True,True
boolq,olmo2_1b,boolq-validation-02645,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02686,B,True,False,True,True,True,True,True
boolq,olmo2_1b,boolq-validation-02711,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02722,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02727,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02741,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02743,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02752,B,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02756,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02760,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02772,B,False,False,True,False,True,False,False
boolq,olmo2_1b,boolq-validation-02804,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02807,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02815,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02820,B,False,True,True,False,True,False,True
boolq,olmo2_1b,boolq-validation-02854,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02889,B,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02895,A,True,False,True,True,True,True,True
boolq,olmo2_1b,boolq-validation-02934,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-02962,B,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02995,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-02996,B,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-03033,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-03059,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-03103,B,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-03107,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-03122,A,False,False,False,False,True,True,False
boolq,olmo2_1b,boolq-validation-03152,B,True,False,False,True,True,False,True
boolq,olmo2_1b,boolq-validation-03181,A,True,True,True,True,True,True,False
boolq,olmo2_1b,boolq-validation-03182,A,False,False,False,False,True,True,False
boolq,olmo2_1b,boolq-validation-03254,B,False,True,True,True,False,False,True
boolq,olmo2_1b,boolq-validation-03256,B,True,True,False,True,True,False,False
boolq,llama32_1b,boolq-validation-01958,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-01981,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-01989,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-01992,B,True,True,True,False,False,True,False
boolq,llama32_1b,boolq-validation-02032,B,True,True,True,False,False,True,False
boolq,llama32_1b,boolq-validation-02043,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02067,B,False,True,True,True,False,False,True
boolq,llama32_1b,boolq-validation-02106,B,False,False,True,False,True,False,False
boolq,llama32_1b,boolq-validation-02108,B,True,True,True,False,False,True,False
boolq,llama32_1b,boolq-validation-02119,A,False,False,False,False,True,True,False
boolq,llama32_1b,boolq-validation-02157,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02187,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02220,A,True,False,False,True,True,False,True
boolq,llama32_1b,boolq-validation-02224,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02227,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02238,A,True,True,True,False,False,True,False
boolq,llama32_1b,boolq-validation-02250,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02253,A,True,False,False,False,False,False,True
boolq,llama32_1b,boolq-validation-02254,A,True,False,False,True,True,False,True
boolq,llama32_1b,boolq-validation-02262,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02265,B,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-02292,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02347,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02370,A,True,False,False,True,True,False,True
boolq,llama32_1b,boolq-validation-02371,A,True,False,False,True,True,False,True
boolq,llama32_1b,boolq-validation-02377,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02379,B,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-02404,B,False,False,False,False,True,True,False
boolq,llama32_1b,boolq-validation-02426,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02456,B,True,False,False,False,False,False,True
boolq,llama32_1b,boolq-validation-02472,B,False,False,False,False,True,True,False
boolq,llama32_1b,boolq-validation-02480,A,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-02485,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02507,A,False,True,True,False,True,False,True
boolq,llama32_1b,boolq-validation-02536,B,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-02543,A,True,True,False,True,True,False,False
boolq,llama32_1b,boolq-validation-02557,A,True,False,False,True,True,False,True
boolq,llama32_1b,boolq-validation-02566,A,True,True,False,True,True,False,False
boolq,llama32_1b,boolq-validation-02619,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02643,A,False,False,False,False,True,True,False
boolq,llama32_1b,boolq-validation-02645,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02686,B,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-02711,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02722,A,True,False,False,True,True,False,True
boolq,llama32_1b,boolq-validation-02727,B,True,True,True,False,False,True,False
boolq,llama32_1b,boolq-validation-02741,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02743,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02752,B,True,False,False,False,False,False,True
boolq,llama32_1b,boolq-validation-02756,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02760,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02772,B,False,False,False,False,True,True,False
boolq,llama32_1b,boolq-validation-02804,A,True,True,False,False,False,False,False
boolq,llama32_1b,boolq-validation-02807,B,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-02815,B,True,True,True,False,False,True,False
boolq,llama32_1b,boolq-validation-02820,B,False,False,False,False,True,True,False
boolq,llama32_1b,boolq-validation-02854,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02889,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02895,A,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-02934,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02962,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-02995,A,True,False,False,False,False,False,True
boolq,llama32_1b,boolq-validation-02996,B,True,False,True,False,False,True,True
boolq,llama32_1b,boolq-validation-03033,B,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-03059,A,True,True,True,True,True,True,False
boolq,llama32_1b,boolq-validation-03103,B,True,False,True,True,True,True,True
boolq,llama32_1b,boolq-validation-03107,B,True,False,True,False,False,True,True
boolq,llama32_1b,boolq-validation-03122,A,False,True,False,False,True,True,True
